Rider_ID,Subcounty_ID,Subcounty,Latitude,Longitude,Daily_Distance_km,Daily_Income_KES,Income_Volatility,Distance_to_BSS_km,Petrol_Daily_Cost_KES,Electric_Daily_Cost_KES,PAYG_Daily_Payment_KES,Net_Savings_KES,Default_Probability,Default_Indicator,Churn_Probability,Churn_Indicator
RID-0160,SC-MAKADARA,Makadara,-1.2816734465059505,36.86692976951796,74.1,845.0,0.168,2.02,474.0,284.0,450.0,189.0,0.0288,0,0.2828,0
RID-0161,SC-MATHARE,Mathare,-1.240039797802807,36.80707489243613,94.9,1076.0,0.17,0.9,593.0,361.0,450.0,231.0,0.0087,0,0.2599,0
RID-0162,SC-STAREHE,Starehe,-1.2332325059043854,36.8222082074369,73.0,1246.0,0.116,0.83,467.0,280.0,450.0,187.0,0.0043,0,0.2051,0
RID-0163,SC-STAREHE,Starehe,-1.2528363436652497,36.804201881457494,89.6,881.0,0.272,1.24,562.0,342.0,450.0,220.0,0.029,0,0.3322,0
RID-0164,SC-MATHARE,Mathare,-1.2477445218987486,36.84393168873653,77.1,522.0,0.25,1.15,491.0,295.0,450.0,195.0,0.0806,0,0.2975,1
RID-0165,SC-KIBRA,Kibra,-1.327475379213916,36.82328062707733,84.9,918.0,0.126,2.82,535.0,324.0,450.0,211.0,0.0239,0,0.3063,1
RID-0166,SC-KAMUKUNJI,Kamukunji,-1.2888136480152668,36.849348657463594,62.8,1183.0,0.168,0.46,409.0,242.0,450.0,166.0,0.0062,0,0.2074,0
RID-0167,SC-MATHARE,Mathare,-1.242598645386225,36.874913637759455,81.3,1108.0,0.105,2.38,514.0,311.0,450.0,204.0,0.0105,0,0.2697,0
RID-0168,SC-KASARANI,Kasarani,-1.2169916218971284,36.907299220049325,35.1,1086.0,0.231,1.17,251.0,140.0,450.0,111.0,0.0163,0,0.2387,0
RID-0169,SC-DAGORETTI,Dagoretti,-1.2449316882952344,36.74284762405933,77.2,944.0,0.109,1.38,491.0,296.0,450.0,195.0,0.0129,0,0.2264,0
RID-0170,SC-MATHARE,Mathare,-1.2559780190657006,36.886013087920155,55.5,744.0,0.317,2.34,367.0,216.0,450.0,152.0,0.0897,0,0.3718,1
RID-0171,SC-STAREHE,Starehe,-1.2528894813408402,36.848740606111214,98.1,1103.0,0.267,0.85,611.0,373.0,450.0,238.0,0.0119,0,0.3218,0
RID-0172,SC-DAGORETTI,Dagoretti,-1.2802253955594163,36.72113990174539,91.7,833.0,0.174,1.2,574.0,349.0,450.0,225.0,0.0213,0,0.271,0
RID-0173,SC-MATHARE,Mathare,-1.227331369353978,36.84207309213963,87.0,1437.0,0.219,2.86,547.0,332.0,450.0,215.0,0.007,0,0.3737,1
RID-0174,SC-MATHARE,Mathare,-1.2539472906952194,36.849914482999615,102.8,1114.0,0.299,0.89,638.0,390.0,450.0,247.0,0.013,0,0.3508,0
RID-0175,SC-STAREHE,Starehe,-1.2762827669318597,36.83157524820607,65.8,884.0,0.213,0.74,426.0,253.0,450.0,172.0,0.021,0,0.245,0
RID-0176,SC-KASARANI,Kasarani,-1.2135728556909946,36.9084384150847,106.2,878.0,0.122,1.49,657.0,403.0,450.0,254.0,0.0152,0,0.2702,0
RID-0177,SC-STAREHE,Starehe,-1.242725774618827,36.83407068603028,94.0,981.0,0.171,1.58,587.0,358.0,450.0,229.0,0.0149,0,0.2892,1
RID-0178,SC-MATHARE,Mathare,-1.264883132705813,36.88428174336577,76.5,952.0,0.282,1.64,487.0,293.0,450.0,194.0,0.0297,0,0.3414,0
RID-0179,SC-EMBAKASI,Embakasi,-1.2862105902215073,36.87544784369726,97.0,1223.0,0.235,1.49,604.0,369.0,450.0,235.0,0.0088,0,0.3297,0
RID-0180,SC-KIBRA,Kibra,-1.3030519986030027,36.799023454846214,63.4,1037.0,0.236,1.03,412.0,245.0,450.0,168.0,0.0161,0,0.2675,0
RID-0181,SC-MATHARE,Mathare,-1.2659512700671998,36.892514136266236,67.6,854.0,0.288,1.04,436.0,260.0,450.0,176.0,0.0352,0,0.305,0
RID-0182,SC-KIBRA,Kibra,-1.3180011117406505,36.78751152906943,70.9,1378.0,0.295,0.44,455.0,272.0,450.0,183.0,0.0055,0,0.2853,1
RID-0183,SC-NJIRU,Njiru,-1.2534614364856773,36.94031158095163,72.1,1010.0,0.301,3.7,462.0,277.0,450.0,185.0,0.0548,0,0.4562,0
RID-0184,SC-KAMUKUNJI,Kamukunji,-1.306925501737904,36.81619898234811,64.2,1154.0,0.103,0.89,417.0,247.0,450.0,169.0,0.0058,0,0.1926,0
RID-0185,SC-MATHARE,Mathare,-1.2281098987355006,36.84806077303364,98.3,878.0,0.211,3.37,612.0,374.0,450.0,238.0,0.044,0,0.4108,1
RID-0186,SC-STAREHE,Starehe,-1.2948278469891261,36.781932197727926,76.1,1073.0,0.258,0.69,485.0,292.0,450.0,193.0,0.0132,0,0.2804,0
RID-0187,SC-KAMUKUNJI,Kamukunji,-1.29777923495379,36.81853820413185,85.3,1062.0,0.262,0.42,537.0,326.0,450.0,212.0,0.0121,0,0.2818,0
RID-0188,SC-MATHARE,Mathare,-1.2271596967972727,36.88519634178685,71.4,622.0,0.226,0.57,458.0,274.0,450.0,184.0,0.0459,0,0.2514,0
RID-0189,SC-MATHARE,Mathare,-1.2737630069035544,36.910048716106886,52.7,1403.0,0.12,0.57,351.0,205.0,450.0,146.0,0.0027,0,0.1793,0
RID-0190,SC-MATHARE,Mathare,-1.2403646902601682,36.85850337232983,84.1,1258.0,0.271,2.37,530.0,321.0,450.0,209.0,0.0134,0,0.3816,0
RID-0191,SC-KIBRA,Kibra,-1.3649881142974714,36.83081885145181,51.3,921.0,0.253,4.37,343.0,200.0,450.0,143.0,0.0805,0,0.4271,0
RID-0192,SC-KAMUKUNJI,Kamukunji,-1.312791449335272,36.81209202506086,79.0,780.0,0.101,1.57,501.0,302.0,450.0,199.0,0.0221,0,0.231,0
RID-0193,SC-KAMUKUNJI,Kamukunji,-1.2645485913598071,36.89379504812678,59.5,1070.0,0.191,1.17,390.0,230.0,450.0,160.0,0.0127,0,0.2434,0
RID-0194,SC-STAREHE,Starehe,-1.2473145436297894,36.83627818240105,109.8,1017.0,0.122,1.4,677.0,416.0,450.0,261.0,0.0093,0,0.2706,0
RID-0195,SC-MATHARE,Mathare,-1.2481049131666944,36.88206831117561,93.7,1071.0,0.161,2.47,585.0,357.0,450.0,229.0,0.0146,0,0.3239,1
RID-0196,SC-MATHARE,Mathare,-1.2448214282042647,36.87062382847939,81.6,1038.0,0.084,1.94,516.0,312.0,450.0,204.0,0.0102,0,0.2399,0
RID-0197,SC-MAKADARA,Makadara,-1.2979159779209626,36.85874813744201,99.0,1101.0,0.176,1.0,615.0,376.0,450.0,239.0,0.0083,0,0.2723,0
RID-0198,SC-KAMUKUNJI,Kamukunji,-1.3000792917773334,36.839386498462666,67.3,1289.0,0.212,0.73,435.0,259.0,450.0,176.0,0.0057,0,0.2457,0
RID-0199,SC-KAMUKUNJI,Kamukunji,-1.3188591362839077,36.8430332074641,88.2,1114.0,0.229,0.79,554.0,336.0,450.0,218.0,0.0099,0,0.2821,1
RID-0200,SC-MAKADARA,Makadara,-1.3197718221430184,36.83792821365569,83.0,790.0,0.239,1.17,524.0,317.0,450.0,207.0,0.0335,0,0.2993,0
RID-0201,SC-STAREHE,Starehe,-1.2714021169769303,36.85284004572689,84.0,1273.0,0.281,1.7,530.0,321.0,450.0,209.0,0.0106,0,0.3533,0
RID-0202,SC-LANGATA,Lang'ata,-1.3316336678799539,36.73858998792754,99.1,1328.0,0.132,2.19,616.0,377.0,450.0,240.0,0.005,0,0.299,0
RID-0203,SC-KASARANI,Kasarani,-1.2397925627314068,36.91881542375976,91.0,1630.0,0.109,2.91,570.0,347.0,450.0,223.0,0.0023,0,0.3075,1
RID-0204,SC-KAMUKUNJI,Kamukunji,-1.3046497478707662,36.840507337000055,84.3,775.0,0.284,0.61,532.0,322.0,450.0,210.0,0.0352,0,0.3037,1
RID-0205,SC-MATHARE,Mathare,-1.2489989580195089,36.84563311090273,55.2,1049.0,0.118,1.04,365.0,214.0,450.0,151.0,0.0096,0,0.1964,0
RID-0206,SC-WESTLANDS,Westlands,-1.2628924898770808,36.773319490101635,65.6,584.0,0.314,2.64,425.0,253.0,450.0,172.0,0.1467,1,0.3998,1
RID-0207,SC-KIBRA,Kibra,-1.3270273528790242,36.79139563868285,78.2,1111.0,0.282,0.12,497.0,299.0,450.0,197.0,0.0106,0,0.2725,0
RID-0208,SC-STAREHE,Starehe,-1.3068598746706332,36.83380949475921,81.4,890.0,0.2,0.25,515.0,311.0,450.0,204.0,0.0152,0,0.235,1
RID-0209,SC-WESTLANDS,Westlands,-1.2653927559785336,36.81104979908834,63.0,1385.0,0.316,0.8,410.0,243.0,450.0,167.0,0.007,0,0.3053,0
RID-0210,SC-KIBRA,Kibra,-1.3105217173187067,36.81228280859948,116.2,845.0,0.103,1.32,714.0,440.0,450.0,274.0,0.0139,0,0.2634,0
RID-0211,SC-MATHARE,Mathare,-1.257495509947042,36.856411889177494,102.7,662.0,0.153,0.93,637.0,390.0,450.0,247.0,0.0286,0,0.2601,0
RID-0212,SC-MAKADARA,Makadara,-1.2975540499393543,36.87086596058073,89.0,906.0,0.233,1.58,559.0,339.0,450.0,219.0,0.0255,0,0.3224,0
RID-0213,SC-STAREHE,Starehe,-1.2740227985934858,36.82581183382408,81.1,605.0,0.164,0.14,513.0,310.0,450.0,203.0,0.0306,0,0.2118,0
RID-0214,SC-MATHARE,Mathare,-1.2740398337561352,36.851741981648985,76.8,1150.0,0.303,1.99,489.0,294.0,450.0,195.0,0.0197,0,0.3737,1
RID-0215,SC-MAKADARA,Makadara,-1.328052105435994,36.894991534863735,65.7,587.0,0.096,1.38,426.0,253.0,450.0,172.0,0.0394,0,0.2079,1
RID-0216,SC-MATHARE,Mathare,-1.2848772647078257,36.85114189604408,81.2,1006.0,0.212,0.8,514.0,310.0,450.0,203.0,0.0135,0,0.264,0
RID-0217,SC-MATHARE,Mathare,-1.274368145311384,36.88289848753889,83.9,584.0,0.222,1.35,529.0,320.0,450.0,209.0,0.0616,0,0.2976,0
RID-0218,SC-MAKADARA,Makadara,-1.3058989935658405,36.88495484145347,61.4,936.0,0.237,0.77,401.0,237.0,450.0,164.0,0.0204,0,0.2543,0
RID-0219,SC-STAREHE,Starehe,-1.2884698124848772,36.83057988324448,85.0,1329.0,0.141,0.99,536.0,325.0,450.0,211.0,0.0037,0,0.2367,0
RID-0220,SC-KAMUKUNJI,Kamukunji,-1.3017069410651951,36.88790298255547,77.7,1072.0,0.167,0.44,494.0,297.0,450.0,196.0,0.0081,0,0.2214,0
RID-0221,SC-STAREHE,Starehe,-1.2987519683805901,36.83119641420454,51.4,827.0,0.282,0.81,344.0,200.0,450.0,143.0,0.0373,0,0.2714,0
RID-0222,SC-MATHARE,Mathare,-1.247324462381358,36.873275981949035,67.1,994.0,0.127,1.84,433.0,258.0,450.0,175.0,0.0147,0,0.2431,1
RID-0223,SC-KIBRA,Kibra,-1.3187057531775541,36.78240358600533,73.8,1004.0,0.278,0.5,472.0,283.0,450.0,189.0,0.0171,0,0.282,0
RID-0224,SC-MATHARE,Mathare,-1.259123770560418,36.86205995996743,108.3,1095.0,0.215,0.3,669.0,411.0,450.0,258.0,0.0076,0,0.2762,0
RID-0225,SC-MATHARE,Mathare,-1.2407224176641019,36.90921046003183,88.3,727.0,0.263,2.05,555.0,337.0,450.0,218.0,0.059,0,0.3649,0
RID-0226,SC-MATHARE,Mathare,-1.2711498357001567,36.83760394040842,60.0,1119.0,0.251,1.47,393.0,232.0,450.0,161.0,0.0157,0,0.2918,0
RID-0227,SC-EMBAKASI,Embakasi,-1.311765640967025,36.951594186753084,87.3,459.0,0.13,2.87,549.0,333.0,450.0,216.0,0.0979,0,0.3144,0
RID-0228,SC-MATHARE,Mathare,-1.2760734913593945,36.89778233610888,56.8,874.0,0.217,0.33,375.0,220.0,450.0,154.0,0.02,0,0.2211,0
RID-0229,SC-KAMUKUNJI,Kamukunji,-1.251445983718471,36.833928235165835,96.2,902.0,0.288,1.24,600.0,366.0,450.0,234.0,0.0282,0,0.3525,0
RID-0230,SC-STAREHE,Starehe,-1.2636203384162945,36.85756793246257,72.9,1127.0,0.184,0.77,467.0,280.0,450.0,187.0,0.0084,0,0.2378,1
RID-0231,SC-KAMUKUNJI,Kamukunji,-1.2925825548197496,36.84092839279795,78.6,1005.0,0.312,1.23,499.0,301.0,450.0,198.0,0.0247,0,0.3442,1
RID-0232,SC-MATHARE,Mathare,-1.271633618278973,36.84470486538614,99.9,719.0,0.189,1.53,621.0,380.0,450.0,241.0,0.0349,0,0.3051,0
RID-0233,SC-MATHARE,Mathare,-1.2729855509013202,36.84052119466476,60.7,803.0,0.114,1.69,397.0,235.0,450.0,162.0,0.0248,0,0.2237,0
RID-0234,SC-MATHARE,Mathare,-1.2593183306348155,36.849600535378826,59.0,1040.0,0.173,0.75,387.0,228.0,450.0,159.0,0.0112,0,0.217,0
RID-0235,SC-KASARANI,Kasarani,-1.215324281764185,36.868882087075924,71.2,984.0,0.308,1.94,457.0,274.0,450.0,184.0,0.0342,0,0.3673,1
RID-0236,SC-MAKADARA,Makadara,-1.2933823953557109,36.876670579232176,95.6,884.0,0.157,1.12,596.0,364.0,450.0,233.0,0.0161,0,0.2622,1
RID-0237,SC-MATHARE,Mathare,-1.2998747128514292,36.87248113139695,57.2,904.0,0.288,1.4,377.0,222.0,450.0,155.0,0.0358,0,0.3085,0
RID-0238,SC-DAGORETTI,Dagoretti,-1.268446620150534,36.71980717962617,37.5,1139.0,0.292,1.78,264.0,149.0,450.0,116.0,0.0219,0,0.3036,0
RID-0239,SC-STAREHE,Starehe,-1.241548552263246,36.83338038018732,73.2,896.0,0.164,1.49,468.0,281.0,450.0,188.0,0.0203,0,0.2567,0
RID-0240,SC-KASARANI,Kasarani,-1.2341002371151681,36.89888461844684,88.3,982.0,0.1,0.71,554.0,337.0,450.0,218.0,0.0083,0,0.2079,0
RID-0241,SC-EMBAKASI,Embakasi,-1.2988334617495656,36.90152010782825,98.0,1434.0,0.254,1.52,610.0,373.0,450.0,237.0,0.0049,0,0.345,1
RID-0242,SC-EMBAKASI,Embakasi,-1.2992248801510726,36.88158652813841,73.1,715.0,0.155,0.38,467.0,280.0,450.0,187.0,0.0235,0,0.208,0
RID-0243,SC-NJIRU,Njiru,-1.2466127835192784,36.9117257100619,73.8,630.0,0.268,2.7,472.0,283.0,450.0,189.0,0.1057,0,0.3817,0
RID-0244,SC-MATHARE,Mathare,-1.262224521226974,36.846921847170705,97.3,1157.0,0.186,0.64,606.0,370.0,450.0,236.0,0.0065,0,0.261,1
RID-0245,SC-DAGORETTI,Dagoretti,-1.3077105988517952,36.76872186350421,52.0,864.0,0.196,0.83,347.0,202.0,450.0,145.0,0.0229,0,0.2247,0
RID-0246,SC-EMBAKASI,Embakasi,-1.2881737975881147,36.91218276241814,74.2,936.0,0.267,0.72,474.0,284.0,450.0,189.0,0.0215,0,0.2848,1
RID-0247,SC-MATHARE,Mathare,-1.2818462552934515,36.858671831006106,82.9,844.0,0.172,1.35,523.0,317.0,450.0,207.0,0.0225,0,0.2662,1
RID-0248,SC-EMBAKASI,Embakasi,-1.2857380460004164,36.9028343382728,86.7,948.0,0.186,1.11,546.0,331.0,450.0,215.0,0.0156,0,0.2689,1
RID-0249,SC-EMBAKASI,Embakasi,-1.2636134092003661,36.907866356787885,72.4,1320.0,0.17,1.41,463.0,278.0,450.0,186.0,0.0053,0,0.256,1
RID-0250,SC-KAMUKUNJI,Kamukunji,-1.2811590176701992,36.83881767071595,80.5,1160.0,0.168,1.68,510.0,308.0,450.0,202.0,0.0093,0,0.2757,0
RID-0251,SC-MATHARE,Mathare,-1.2573291819043544,36.86195060327239,42.7,1172.0,0.206,0.47,294.0,168.0,450.0,126.0,0.0084,0,0.2068,0
RID-0252,SC-MATHARE,Mathare,-1.2458378264662282,36.884134046335895,70.1,717.0,0.274,2.23,451.0,269.0,450.0,181.0,0.0735,1,0.3567,0
RID-0253,SC-KAMUKUNJI,Kamukunji,-1.300719789210159,36.818375340928846,86.8,770.0,0.167,0.4,546.0,331.0,450.0,215.0,0.0197,0,0.2291,0
RID-0254,SC-MATHARE,Mathare,-1.296724107462066,36.87515982653825,65.3,450.0,0.206,1.12,423.0,251.0,450.0,171.0,0.0871,0,0.256,0
RID-0255,SC-KASARANI,Kasarani,-1.2420673321234774,36.85694218814095,80.9,838.0,0.241,2.25,512.0,309.0,450.0,203.0,0.0423,0,0.3496,1
RID-0256,SC-MATHARE,Mathare,-1.2522284279093807,36.91485999034866,86.7,1191.0,0.145,2.53,545.0,331.0,450.0,215.0,0.0098,0,0.3074,0
RID-0257,SC-EMBAKASI,Embakasi,-1.3101214182307979,36.91676981548903,74.9,1103.0,0.147,2.1,478.0,287.0,450.0,191.0,0.012,0,0.2743,0
RID-0258,SC-MAKADARA,Makadara,-1.2983634128290487,36.85802220693618,82.6,956.0,0.304,0.97,522.0,315.0,450.0,206.0,0.025,0,0.3314,1
RID-0259,SC-MATHARE,Mathare,-1.2416184703402446,36.85919450911623,65.6,996.0,0.254,2.22,425.0,253.0,450.0,172.0,0.0294,0,0.3363,0
RID-0260,SC-KIBRA,Kibra,-1.309652153718562,36.79143395612392,76.9,862.0,0.219,0.93,489.0,295.0,450.0,195.0,0.0233,0,0.2686,0
RID-0261,SC-MATHARE,Mathare,-1.273361809072861,36.884840846990734,89.2,1041.0,0.235,1.14,559.0,340.0,450.0,220.0,0.0145,0,0.3035,0
RID-0262,SC-EMBAKASI,Embakasi,-1.3134991951339083,36.884885096810144,82.4,1153.0,0.087,1.47,521.0,315.0,450.0,206.0,0.0061,0,0.2235,0
RID-0263,SC-KIBRA,Kibra,-1.304269803128592,36.767030640364176,71.2,677.0,0.228,0.66,457.0,273.0,450.0,183.0,0.0405,0,0.2563,1
RID-0264,SC-MATHARE,Mathare,-1.2594363768526173,36.864817620067114,83.4,1060.0,0.202,0.2,526.0,318.0,450.0,208.0,0.0087,0,0.2362,0
RID-0265,SC-KAMUKUNJI,Kamukunji,-1.2632820886833684,36.8544939646576,90.7,1186.0,0.211,1.09,568.0,346.0,450.0,223.0,0.008,0,0.2875,1
RID-0266,SC-MAKADARA,Makadara,-1.300500539174903,36.87635532598401,49.3,917.0,0.166,0.98,331.0,192.0,450.0,139.0,0.0181,0,0.2119,0
RID-0267,SC-MAKADARA,Makadara,-1.2721958490196539,36.87115620612704,97.4,1140.0,0.1,1.48,606.0,370.0,450.0,236.0,0.0062,0,0.2467,1
RID-0268,SC-MAKADARA,Makadara,-1.2997929476031325,36.83376327535299,75.0,1563.0,0.126,0.6,478.0,287.0,450.0,191.0,0.0015,0,0.2037,0
RID-0269,SC-MATHARE,Mathare,-1.2813022732615074,36.85889550591291,86.4,979.0,0.308,1.42,544.0,330.0,450.0,214.0,0.027,0,0.3613,1
RID-0270,SC-MATHARE,Mathare,-1.2721902440431856,36.86126057394029,98.0,1079.0,0.178,1.28,610.0,372.0,450.0,237.0,0.01,0,0.2849,0
RID-0271,SC-KAMUKUNJI,Kamukunji,-1.2838670015020577,36.855593855087136,59.4,852.0,0.192,0.99,390.0,230.0,450.0,160.0,0.0237,0,0.2364,0
RID-0272,SC-KAMUKUNJI,Kamukunji,-1.2864099755611818,36.854730032876525,69.4,1036.0,0.093,0.69,446.0,267.0,450.0,180.0,0.0073,0,0.1859,0
RID-0273,SC-KAMUKUNJI,Kamukunji,-1.2837105117037975,36.805490668672924,75.7,1092.0,0.089,0.96,482.0,290.0,450.0,192.0,0.0064,0,0.1994,0
RID-0274,SC-NJIRU,Njiru,-1.268786707876375,36.93711824888557,68.2,1039.0,0.252,2.55,440.0,263.0,450.0,177.0,0.0282,0,0.3554,0
RID-0275,SC-MATHARE,Mathare,-1.2841938948568221,36.876998574599924,106.0,796.0,0.209,1.44,656.0,402.0,450.0,254.0,0.0283,0,0.322,0
RID-0276,SC-MATHARE,Mathare,-1.229384983353126,36.889375237033946,67.1,1041.0,0.202,0.63,434.0,258.0,450.0,175.0,0.0116,0,0.2358,0
RID-0277,SC-KAMUKUNJI,Kamukunji,-1.289268857418604,36.874814522737,71.7,1292.0,0.138,1.48,460.0,275.0,450.0,184.0,0.0052,0,0.24,0
RID-0278,SC-STAREHE,Starehe,-1.2720266508559577,36.818258280577645,83.1,1090.0,0.259,0.72,525.0,317.0,450.0,207.0,0.0123,0,0.2911,0
RID-0279,SC-MAKADARA,Makadara,-1.3122680532708189,36.85395060627024,62.0,1192.0,0.12,1.0,404.0,239.0,450.0,165.0,0.0058,0,0.2025,0
RID-0280,SC-KAMUKUNJI,Kamukunji,-1.2927635363708245,36.84840832444751,74.1,953.0,0.126,0.41,473.0,284.0,450.0,189.0,0.0098,0,0.1959,0
RID-0281,SC-KAMUKUNJI,Kamukunji,-1.2817885203790027,36.845060920403064,84.8,1150.0,0.191,1.37,534.0,324.0,450.0,211.0,0.0093,0,0.2806,0
RID-0282,SC-MATHARE,Mathare,-1.251261236605073,36.88881292549573,75.0,1056.0,0.149,2.57,479.0,288.0,450.0,191.0,0.0165,0,0.297,0
RID-0283,SC-MATHARE,Mathare,-1.2410089172911736,36.83530204063101,78.6,810.0,0.139,1.7,499.0,301.0,450.0,198.0,0.025,0,0.2575,0
RID-0284,SC-KIBRA,Kibra,-1.3660784226980391,36.803686398224784,72.1,1064.0,0.235,3.94,462.0,277.0,450.0,185.0,0.038,0,0.4208,0
RID-0285,SC-MATHARE,Mathare,-1.2873375739683084,36.86050469196215,57.3,802.0,0.236,1.08,377.0,222.0,450.0,155.0,0.0351,0,0.2625,1
RID-0286,SC-DAGORETTI,Dagoretti,-1.3164022605211871,36.7079603912484,84.8,873.0,0.278,0.61,535.0,324.0,450.0,211.0,0.0252,0,0.3002,0
RID-0287,SC-MATHARE,Mathare,-1.2491707454359042,36.88018310320606,106.3,1038.0,0.18,2.23,658.0,403.0,450.0,254.0,0.0153,0,0.3417,0
RID-0288,SC-MATHARE,Mathare,-1.2715302080145343,36.813179154157105,80.3,1059.0,0.098,1.24,509.0,307.0,450.0,202.0,0.008,0,0.218,0
RID-0289,SC-MATHARE,Mathare,-1.2709248889650497,36.87283608010805,83.4,762.0,0.146,1.48,526.0,319.0,450.0,208.0,0.027,0,0.2571,0
RID-0290,SC-MATHARE,Mathare,-1.2895782313754827,36.868667198395585,90.4,1211.0,0.315,1.87,567.0,344.0,450.0,222.0,0.0154,0,0.3956,1
RID-0291,SC-DAGORETTI,Dagoretti,-1.2933061969834598,36.75558582999202,61.0,1114.0,0.223,1.25,398.0,236.0,450.0,163.0,0.013,0,0.2665,0
RID-0292,SC-DAGORETTI,Dagoretti,-1.290608392631717,36.72453862118237,105.5,859.0,0.25,0.4,653.0,400.0,450.0,253.0,0.0195,0,0.2988,0
RID-0293,SC-KAMUKUNJI,Kamukunji,-1.2610685699667101,36.84182940853946,83.0,692.0,0.082,0.37,524.0,317.0,450.0,207.0,0.0173,0,0.1825,0
RID-0294,SC-MATHARE,Mathare,-1.2605460907901986,36.84633464081854,104.5,971.0,0.204,0.47,647.0,397.0,450.0,250.0,0.0115,0,0.2725,1
RID-0295,SC-KIBRA,Kibra,-1.3238656450238302,36.76730394571946,69.0,911.0,0.089,1.64,444.0,265.0,450.0,179.0,0.0149,0,0.2173,0
RID-0296,SC-MATHARE,Mathare,-1.2634589211984684,36.89923416960285,107.3,1023.0,0.217,1.37,663.0,407.0,450.0,256.0,0.0139,0,0.3251,0
RID-0297,SC-MAKADARA,Makadara,-1.327438022858627,36.82772877204246,91.6,927.0,0.301,2.58,574.0,349.0,450.0,225.0,0.0442,0,0.4244,1
RID-0298,SC-MATHARE,Mathare,-1.2305765934501278,36.860813526456965,88.3,599.0,0.312,2.85,555.0,337.0,450.0,218.0,0.1352,0,0.443,1
RID-0299,SC-MATHARE,Mathare,-1.2733814547731983,36.88579809374792,83.5,922.0,0.21,1.04,527.0,319.0,450.0,208.0,0.0186,0,0.2759,0
RID-0300,SC-KIBRA,Kibra,-1.3271123107947371,36.82152019427094,76.3,939.0,0.19,2.88,486.0,292.0,450.0,194.0,0.0315,0,0.3402,0
RID-0301,SC-DAGORETTI,Dagoretti,-1.2794414825732146,36.734241771837084,98.0,1127.0,0.307,1.65,610.0,373.0,450.0,237.0,0.0173,0,0.3887,1
RID-0302,SC-MATHARE,Mathare,-1.2168538357346899,36.85288570153993,82.1,860.0,0.242,3.62,519.0,314.0,450.0,205.0,0.0622,0,0.423,1
RID-0303,SC-MATHARE,Mathare,-1.2451580925598138,36.87098585160813,50.5,1336.0,0.096,1.93,339.0,197.0,450.0,142.0,0.0048,0,0.2127,0
RID-0304,SC-STAREHE,Starehe,-1.248965174212024,36.85623022393454,63.2,618.0,0.192,1.59,411.0,244.0,450.0,167.0,0.0587,0,0.2655,1
RID-0305,SC-MAKADARA,Makadara,-1.2993599170186847,36.844931642593075,77.2,1262.0,0.138,1.13,491.0,296.0,450.0,196.0,0.0049,0,0.2319,0
RID-0306,SC-EMBAKASI,Embakasi,-1.3008005571412178,36.88644569260496,84.6,955.0,0.193,0.26,534.0,323.0,450.0,211.0,0.0118,0,0.2349,0
RID-0307,SC-MATHARE,Mathare,-1.2197322550494676,36.86773070662166,79.2,1172.0,0.189,1.94,502.0,303.0,450.0,199.0,0.0108,0,0.2985,0
RID-0308,SC-MATHARE,Mathare,-1.267306431026242,36.8686936061173,98.3,1016.0,0.22,0.87,612.0,374.0,450.0,238.0,0.0127,0,0.2925,0
RID-0309,SC-KAMUKUNJI,Kamukunji,-1.311942525790594,36.82556771922979,50.7,1228.0,0.166,1.28,340.0,198.0,450.0,142.0,0.0075,0,0.2245,0
RID-0310,SC-MATHARE,Mathare,-1.2359917218411116,36.85186211442058,82.2,923.0,0.119,2.64,519.0,314.0,450.0,205.0,0.0218,0,0.2907,0
RID-0311,SC-MATHARE,Mathare,-1.2809382196536387,36.875733055050546,52.7,780.0,0.201,1.76,351.0,205.0,450.0,146.0,0.0414,0,0.266,0
RID-0312,SC-DAGORETTI,Dagoretti,-1.26928591690674,36.7583790662133,91.4,1284.0,0.279,1.6,572.0,348.0,450.0,224.0,0.0094,0,0.3574,1
RID-0313,SC-DAGORETTI,Dagoretti,-1.2730790462838837,36.72886409822861,78.6,977.0,0.239,1.46,499.0,301.0,450.0,198.0,0.0211,0,0.3073,1
RID-0314,SC-EMBAKASI,Embakasi,-1.3384362133348369,36.93002667303911,86.3,1044.0,0.161,3.37,543.0,329.0,450.0,214.0,0.0225,0,0.3587,0
RID-0315,SC-KAMUKUNJI,Kamukunji,-1.2914535967768426,36.8399833396709,67.0,1247.0,0.305,1.34,433.0,258.0,450.0,175.0,0.0123,0,0.329,0
RID-0316,SC-MAKADARA,Makadara,-1.2734361171630189,36.87112460018801,99.2,794.0,0.299,1.59,617.0,377.0,450.0,240.0,0.0458,0,0.3818,0
RID-0317,SC-MATHARE,Mathare,-1.2508822445583678,36.90830004689802,95.6,1119.0,0.13,2.78,596.0,364.0,450.0,233.0,0.0121,0,0.3214,0
RID-0318,SC-KASARANI,Kasarani,-1.232870364607603,36.918556802561625,88.8,882.0,0.089,2.59,557.0,338.0,450.0,219.0,0.0206,0,0.2781,0
RID-0319,SC-KIBRA,Kibra,-1.3138597375020582,36.79037184557726,78.1,974.0,0.258,0.61,496.0,299.0,450.0,197.0,0.0174,0,0.2795,1
RID-0320,SC-MATHARE,Mathare,-1.2294306314717494,36.8751567151258,88.7,1014.0,0.279,1.37,557.0,338.0,450.0,219.0,0.0206,0,0.3421,1
